,Unnamed: 0,request,gold_judgment,direct_source,model_pred,reasoning
230,152,When did india conduct the nuclear test at pokhran?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a well-documented historical event — India's first nuclear test at Pokhran in 1974, known as ""Smiling Buddha."" The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved. While there was a second series of tests in 1998, the question specifically refers to the first test, which is the most widely recognized event."
231,1378,Who inspired the title of a raisin in the sun?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a well-known literary work (""A Raisin in the Sun"") and asks for the specific poetic inspiration behind its title, which is a widely documented fact. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved."
232,526,What is the pig called in charlotte's web?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a well-known literary character (Wilbur) from the classic children's book *Charlotte's Web* and asks for the name of the pig, which is unambiguously identified as Wilbur. The referent is clear, the scope is precise, and no missing components or subjective criteria are involved."
233,155,Who is the captain of colombia football team?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to the national football team of Colombia and asks for the factual identity of the current captain. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved. The term ""captain"" is a well-defined role in sports teams, and the question does not require interpretive flexibility or additional context."
234,707,Who did the original while my guitar gently weeps?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to the original recording of the song ""While My Guitar Gently Weeps,"" which is a well-known Beatles song. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved."
235,1252,When was the last time michigan was in the elite eight?,underspecified,AmbigQA,underspecified,"The request is underspecified because the term “Elite Eight” can refer to different events depending on the sport (e.g., college basketball, college football), and the question lacks the necessary component of specifying which sport is being referred to. Without this, the referent is ambiguous."
236,834,Record for three pointers in a game ncaa?,underspecified,AmbigQA,underspecified,"The request is underspecified because the term “record” can refer to multiple parallel referents, such as the all-time single-game record, the all-time career record, or the record for a specific team. Additionally, the phrase “NCAA” is not explicitly tied to a specific sport, as the NCAA includes multiple sports. Without clarifying the intended record and sport, the question remains underspecified."
237,1610,Who played matt brody on the original baywatch?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a specific TV show (the original 1980s *Baywatch*) and a well-defined character (Matt Brody), asking for the factual identity of the actor. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved."
238,812,When was the first film made in america?,underspecified,AmbigQA,fully specified,"This question is fully specified because it asks for a clear historical fact — the date of the first motion picture produced in the United States. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved. The answer is well-documented and does not require interpretation of multiple perspectives or granularities."
239,98,Who plays the white queen in alice through the looking glass?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a specific character (the White Queen) in a well-known film adaptation of *Alice's Adventures in Wonderland* (2016) and asks for the factual identity of the actor. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved."
240,1820,When was the greatest showman released in theaters?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a specific film, ""The Greatest Showman,"" and asks for the factual release date in theaters. The referent is unambiguous, the scope is clear, and the answer is a well-documented historical fact. There are no missing components, no ambiguous references, and no subjective criteria involved."
241,511,Who did the artwork for pink floyd's wall?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a well-known album (""The Wall"" by Pink Floyd) and asks for the factual identity of the artist responsible for its artwork. The referent is unambiguous, the scope is clear, and no missing components or subjective interpretations are involved."
242,1965,Who sings i want to rock with you?,underspecified,AmbigQA,underspecified,"The request is underspecified because the song title ""I Want to Rock with You"" is not uniquely identifiable without additional context (e.g., artist, album, or genre). Multiple artists may have songs with similar titles, and without specifying which version is intended, the referent remains ambiguous."
243,1586,Who was the first pharaoh to be buried in a pyramid?,underspecified,AmbigQA,fully specified,"This question is fully specified because it asks for a clear historical fact: the identity of the first pharaoh associated with pyramid construction. The referent is unambiguous (Djoser), the scope is factual, and no missing components or subjective criteria are involved. The Step Pyramid of Djoser, built around 2667–2648 BCE, is widely accepted as the first pyramid, making the answer definitively tied to Djoser."
244,609,Who played zorro son in the legend of zorro?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a specific character (""Zorro Son"") in the TV series *The Legend of Zorro* and asks for the actor who played the role. The referent is clear, the scope is factual, and no missing components or subjective interpretations are involved. The character ""Zorro Son"" is a well-defined role in the series, and the answer is unambiguous."
245,38,How many championships did the cleveland browns win?,underspecified,AmbigQA,fully specified,"This question is fully specified because it asks for a factual, historical record of the Cleveland Browns' championship wins, which is a well-documented statistic. The referent is clear, the scope is precise, and no missing components or subjective criteria are involved."
246,1914,When did the knicks win their last championship?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a specific sports team (the New York Knicks) and asks for the date of their most recent NBA championship, which is a well-documented historical fact. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved."
247,1440,Who sang i can't let maggie go?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a well-known song title (""I Can't Let Maggie Go"") and asks for the factual identity of the singer, which is a specific, unambiguous attribution. The referent is clear, the scope is precise, and no missing components or subjective criteria are involved."
248,885,Who does the little prince meet on earth?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a well-defined literary character (the Little Prince) and asks for the specific characters he encounters on Earth in the story. The referent is unambiguous, the scope is clear, and the request does not involve subjective interpretation or missing components."
249,826,When is the day as long as the night?,underspecified,AmbigQA,underspecified,"The request is underspecified because the phrase “day as long as the night” can be interpreted from multiple perspectives, such as the equinox (when day and night are equal in length) or the specific location on Earth (e.g., the Arctic Circle, where the day and night lengths vary significantly). Without specifying the context or location, the question remains underspecified."
250,881,Who is playing parvati role in mahadev serial?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a specific TV show (""Mahadev serial"") and a well-defined character (""Parvati""), asking for the factual identity of the actress who portrays her. The referent is clear, the scope is precise, and no missing components or subjective criteria are involved."
251,400,When has argentina won the fifa world cup?,underspecified,AmbigQA,fully specified,"This question is fully specified because it clearly refers to a well-documented historical event — Argentina's victories in the FIFA World Cup. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved. The answer is a known historical fact with two distinct years (1978 and 2022)."
252,632,Who was the first singing brothers in the hall of fame?,underspecified,AmbigQA,underspecified,"The request is underspecified because the term “singing brothers” can refer to multiple parallel groups, such as the Singing Brothers, the Brothers Four, or the Brothers Osborne. Without specifying which group is meant, the referent remains ambiguous."
253,215,Who sings youre the biggest part of me?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a specific song title (""You're the Biggest Part of Me"") and asks for the factual identity of the singer. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved."
254,1165,When is the new series of doctor who coming on?,underspecified,AmbigQA,underspecified,"The request is underspecified because the phrase ""new series"" can refer to multiple parallel referents (e.g., the 2005 revival, the 2010s series, or the current series), and the exact release date depends on the specific series and its production schedule. Without clarifying which series is intended, the question lacks a necessary component to determine the answer."
255,1805,Who has the most wins in an mlb season?,underspecified,AmbigQA,underspecified,"The request is underspecified because the phrase ""has the most wins in an MLB season"" lacks a specific time frame or context. The answer depends on whether the user is referring to the all-time record (e.g., the 1906 Chicago Cubs with 116 wins) or the most recent season (e.g., the 2023 Los Angeles Dodgers with 103 wins). Without clarifying the scope, the question remains ambiguous."
256,1710,When did the brisbane broncos last won a premiership?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a specific sports team (Brisbane Broncos) and a well-defined competition (NRL Premiership), asking for the most recent historical achievement. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved."
257,1989,When was the last refinery built in the united states?,underspecified,AmbigQA,underspecified,"The request is underspecified because the referent “the united states” can refer to multiple parallel entities, such as the U.S. federal government, individual states, or the U.S. military, each of which has its own set of refineries. Without specifying which entity is meant, the question remains underspecified."
258,1155,What was jesse's wife's name on full house?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a well-defined character (Jesse) from the TV show *Full House* and asks for the factual name of his spouse. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved."
259,986,How many culver's are there in the united states?,underspecified,AmbigQA,underspecified,"The request is underspecified because the term “culver's” can refer to multiple parallel entities, such as the fast-food chain Culver's or the Culver's Hotel, each with different counts. Without specifying which entity is meant, the question remains underspecified."
260,1629,Who plays the mayor in the new ghostbusters?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to the 2016 film Ghostbusters and asks for the actor who portrays the mayor, which is a specific, factual attribution. The referents are clear, the scope is straightforward, and the request does not rely on subjective or multi-perspective considerations."
261,347,Who sang what a difference a day make?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a well-known song title (""What a Difference a Day Makes"") and asks for the factual identity of the singer. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved."
262,648,Who is the girl in zz top legs video?,underspecified,AmbigQA,underspecified,"The request is underspecified because the phrase ""ZZ Top Legs video"" is ambiguous without clarifying which specific video or context is being referred to. ZZ Top has multiple music videos, and the term ""Legs"" could refer to a song, a performance, or a different media. Additionally, the identity of the ""girl"" in the video depends on the specific context, which is not explicitly defined. Without specifying the video or its source, the referent remains unclear."
263,79,Who is the actor that plays anakin skywalker?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a well-defined character (Anakin Skywalker) from the Star Wars franchise and asks for the factual identity of the actor. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved."
264,276,Who sang the theme tune to dear john?,underspecified,AmbigQA,underspecified,"The request is underspecified because the phrase “theme tune to dear john” can refer to multiple parallel entities: the song ""Dear John"" by Jason Isbell or the TV show ""Dear John"" (2010), each with its own theme song. Without clarifying which referent is intended, the question remains ambiguous and underspecified."
265,365,What is the name of the tower big ben is in?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a well-known historical structure (Big Ben) and asks for the precise name of the tower it is part of. The referent is unambiguous, and the answer (Elizabeth Tower) is a widely recognized factual designation. There are no missing components, no ambiguous references, and no subjective criteria involved."
266,357,Where does the ophthalmic nerve exit the skull?,underspecified,AmbigQA,fully specified,"This question is fully specified because it asks for a precise anatomical fact: the point where the ophthalmic nerve exits the skull. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved. The answer is based on established medical knowledge without requiring interpretation or multiple perspectives."
267,125,What scripture talks about the whole armor of god?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a well-defined biblical passage (Ephesians 6:11) and asks for the specific scripture that discusses the ""whole armor of God."" The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved."
268,1635,When did the original willy wonka come out?,underspecified,AmbigQA,underspecified,"The request is underspecified because the term ""original Willy Wonka"" can refer to multiple parallel works (e.g., the 1971 film, the 2005 remake, or the 1970s TV series), each with distinct release dates. Without clarifying which version is intended, the referent remains ambiguous, making the question underspecified."
269,19,Who the female singer on gimme shelter?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers directly to the song “Gimme Shelter” and asks for the identity of the female singer, which is a specific, factual attribution. The referents are clear, the scope is straightforward, and the request does not rely on subjective or multi-perspective considerations."
270,978,Who got eliminated in india's next superstar on 1st april 2018?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a specific event in a well-known reality competition show (""India's Next Superstar"") and a specific date (April 1, 2018). The referent (the contestant eliminated on that day) is unambiguous, and the scope is clear. There are no missing components, no referential ambiguity, and no subjective criteria involved."
271,1844,What is the objective of tour de france?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to the Tour de France, a well-known cycling event, and asks for its objective, which is a factual, universally accepted goal. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved."
272,1279,Where do lake huron and lake michigan meet?,underspecified,AmbigQA,fully specified,"This question is fully specified because it asks for a clear geographical fact: the specific waterway where Lake Huron and Lake Michigan meet. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved. The answer is well-documented as the Straits of Mackinac, which connects the two lakes."
273,1549,Who plays max in secret life of pets?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a well-known TV show (Secret Life of Pets) and a specific character (Max), asking for the factual identity of the actor who portrays him. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved."
274,1023,Who is the narrator for the tv show snapped?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a specific TV show (""Snapped"") and asks for the identity of the narrator, which is a well-defined role in the show's context. The referent is clear, and while the narrator may vary slightly across seasons, the question does not require subjective interpretation or missing components. The scope is factual and unambiguous."
275,753,How do you pronounce the capital of burkina faso?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a specific, well-known city (Ouagadougou) and asks for a clear, factual pronunciation. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved."
276,1395,When does the ration shop open in india?,underspecified,AmbigQA,underspecified,"The request is underspecified because the term “ration shop” is not a standard or widely recognized term in India, and the concept of ration shops is also dependent on the specific state or region, as they vary in operation and timing. Without specifying the location or the exact definition of “ration shop”, the question remains underspecified."
277,553,Where did peanut butter and jelly time come from?,underspecified,AmbigQA,underspecified,"The request is underspecified because the phrase “peanut butter and jelly time” is not a widely recognized or documented term with a clear historical origin. The referent is ambiguous — it could refer to the time of day when someone eats the sandwich, a colloquial term for the sandwich itself, or a modern slang phrase. Without additional context or clarification, the question lacks a clear referent or standard for determining its origin."
278,732,In the dream of the rood what is the rood eventually drenched in?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a specific literary work (""The Dream of the Rood"") and asks for a direct, factual detail from its text — the substance the rood is described as being ""drenched in."" The referent is unambiguous, and the question does not require subjective interpretation or missing contextual components."
279,178,What does gvwr stand for on a truck?,underspecified,AmbigQA,fully specified,"This question is fully specified because it asks for the standard definition of the acronym ""GVWR"" in the context of trucks, which is a well-established technical term in vehicle specifications. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved."
280,143,How many grammy awards does whitney houston have?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a specific individual (Whitney Houston) and a well-defined award (Grammy Awards), asking for a factual count of her total wins. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved."
281,818,When did plywood come into use in furniture?,underspecified,AmbigQA,underspecified,"The request is underspecified because the term “into use” can be interpreted from multiple perspectives, such as the first time it was used in furniture manufacturing or the first time it was widely adopted. Without specifying which perspective is intended, the question remains underspecified."
282,874,When does thrill of it all come out?,underspecified,AmbigQA,underspecified,"The request is underspecified because the phrase “thrill of it all” is not a widely recognized or unambiguous referent. Without additional context (e.g., the medium—movie, book, game—being referenced), the question lacks a clear referent, making it impossible to determine the intended release date."
283,1835,When was the first percy jackson book published?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a well-defined literary work (the first book in the Percy Jackson & the Olympians series) and asks for the factual publication date. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved."
284,796,When was america taken off the gold standard?,underspecified,AmbigQA,fully specified,"This question is fully specified because it asks for a clear historical event — the exact date when the United States officially ended its participation in the gold standard. The referent is unambiguous, the scope is factual, and the answer is a well-documented historical fact (1971 under President Nixon). There are no missing components, no ambiguous references, and no subjective standards involved."
285,853,What episode does jaime lannister lose his hand?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a specific event in the TV show *Game of Thrones* (Season 5, Episode 6 titled ""The Bells"") and asks for the exact episode where Jaime Lannister loses his hand. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved."
286,339,What were the seven ancient wonders of the world?,underspecified,AmbigQA,fully specified,"This question is fully specified because it asks for a well-documented historical fact — the seven ancient wonders of the world, which are a fixed, widely recognized list of seven structures. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved."
287,1485,When was the last time man united were in the champions league?,underspecified,AmbigQA,fully specified,"This question is fully specified because it clearly refers to the football club Manchester United and the UEFA Champions League, asking for the most recent year they participated in the competition. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved."
288,561,Who won gold in rio paraolympic high jump?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a specific historical event (the 2016 Rio Paralympic Games) and a specific sport (high jump), asking for the factual winner of the gold medal. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved."
289,306,Most clean sheets in la liga all time?,underspecified,AmbigQA,fully specified,"This question is fully specified because it asks for a factual, historical record: the player with the most clean sheets (goalkeeper saves without allowing goals) in La Liga history. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved. The term ""clean sheets"" is well-defined in football terminology, and ""La Liga all time"" specifies the context without ambiguity."
290,1240,Was the memphis belle the first to complete 25 missions?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a specific historical event involving the Memphis Belle, a B-1 bomber, and asks for a factual determination of whether it was the first aircraft to complete 25 missions. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved."
291,1753,When did the albany plan of union take place?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a well-documented historical event — the Albany Plan of Union — and asks for the specific time period when it occurred. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved. The event is historically tied to 1754, making the request clear and precise."
292,438,Who is the author of series of unfortunate events?,underspecified,AmbigQA,fully specified,"This question is fully specified because it clearly refers to the well-known book series ""A Series of Unfortunate Events"" and asks for the factual identity of its author. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved."
293,1514,Who was the ruler of france in 1830?,underspecified,AmbigQA,fully specified,"This question is fully specified because it asks for a clear, historical fact: the head of state in France during the year 1830. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved. The answer is well-documented in historical records."
294,915,Who's won the most world series in baseball?,underspecified,AmbigQA,fully specified,"This question is fully specified because it asks for a factual, well-documented record — the team with the most World Series victories in baseball history. The referent is unambiguous, the scope is clear, and no subjective criteria or missing components are involved. The answer is based on a standardized, historical statistic."
295,450,When did legend of zelda majoras mask come out?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to a specific, well-known video game title (""Legend of Zelda: Majora's Mask"") and asks for the factual release date. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved."
296,426,Who is the mayor of warner robins ga?,underspecified,AmbigQA,fully specified,"This question is fully specified because it clearly refers to a specific political position (mayor) in a well-defined location (Warner Robins, Georgia). The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved. The request is factually grounded and does not require interpretation of multiple perspectives or granularities."
297,1596,Who played flash gordon in the tv series?,underspecified,AmbigQA,fully specified,"This question is fully specified because it refers to the well-known TV series featuring the character Flash Gordon and asks for the factual identity of the actor who portrayed the role. While there are multiple TV series with the same name, the most widely recognized one (the 1950s series) has a clear and unambiguous answer. The referent is precise, and no missing components or subjective criteria are involved."
298,1720,Who wrote the song where do we go from here?,underspecified,AmbigQA,underspecified,"The request is underspecified because the phrase ""Where Do We Go From Here?"" is a title that can refer to multiple songs by different artists (e.g., Bob Dylan, The Temptations, or other covers). Without specifying which version or context is intended, the referent remains ambiguous."
299,133,What was the number one song on october 2 1975?,underspecified,AmbigQA,underspecified,"The request is underspecified because it does not clarify which music chart (e.g., Billboard Hot 100, UK Charts, or another regional chart) is being referenced. While the date (October 2, 1975) is specific, the lack of a defined chart system makes the question ambiguous without additional context."
300,719,Explain to me the concept of compounding interest and how it affects long-term savings.,fully specified,IN3,fully specified,"This question is fully specified because it asks for a factual, educational explanation of a well-established financial concept (compounding interest) and its impact on long-term savings. The scope is clear, the terms are unambiguous, and no missing components or subjective preferences are involved. The request is grounded in standard financial principles without requiring interpretive flexibility."
301,36,How many daughters do George Washington have?,fully specified,IN3,fully specified,"This question is fully specified because it refers to a well-documented historical fact — the number of daughters of George Washington. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved. The answer is a known historical record with no ambiguity."
302,495,Provide an overview of the Renaissance period and highlight key artists and their contributions.,fully specified,IN3,fully specified,"This question is fully specified because it requests a factual, historical overview of the Renaissance period with a clear focus on identifying key artists and their contributions. The scope is well-defined, the referent (the Renaissance) is unambiguous, and the request does not involve subjective preferences or multiple interpretations."
303,315,"Explain how to perform basic car repairs like changing a tire, checking oil levels, and replacing windshield wipers.",fully specified,IN3,fully specified,"This question is fully specified because it requests factual, procedural instructions for three standard automotive maintenance tasks (changing a tire, checking oil levels, replacing windshield wipers). The scope is clear, the referents are well-defined, and no subjective preferences or ambiguous references are involved. The tasks are universally applicable to most vehicles and follow established repair protocols."
304,568,Explain what carbon footprint is and how I can reduce mine in daily life.,fully specified,IN3,underspecified,"The request is underspecified because the term “reduce mine in daily life” is subjective and depends on the user’s personal preferences, lifestyle, and standards for what constitutes a “reducible” footprint. Without clarification, the advice could vary significantly based on individual choices and priorities."
305,931,Compare the tallest mountains in each continent,fully specified,IN3,fully specified,"This question is fully specified because it requests a factual, comparative list of the tallest mountains in each of the seven continents. The scope is clear, the referents (continents and their respective tallest mountains) are well-defined, and no ambiguous or subjective criteria are involved. The task is to provide a factual summary of a widely recognized geographic fact."
306,996,Search for a simple Italian pasta recipe that includes garlic and tomatoes.,fully specified,IN3,fully specified,"This question is fully specified because it clearly requests a straightforward, factual recipe for a specific type of Italian pasta dish (with garlic and tomatoes), which is a well-defined culinary task. While ""simple"" may allow for interpretive flexibility, the core requirements (ingredients, type of dish) are unambiguous, and the request does not depend on missing components or subjective standards."
307,935,What are the top 10 most endangered animals in the world?,fully specified,IN3,underspecified,"The request is underspecified because the term ""endangered"" is subjective and depends on the standard or preference (e.g., IUCN Red List criteria, population numbers, or threat level). Additionally, the ranking of ""top 10"" can vary based on the source or methodology used, leaving the criteria for selection ambiguous. Without specifying the standard or source, the question remains open to interpretation."
308,52,Identify the most common types of cyber attacks in 2022.,fully specified,IN3,underspecified,"The request is underspecified because the term “most common” relies on a subjective standard or preference, such as whether the data is based on frequency of occurrence, financial impact, or geographic prevalence. Additionally, the question does not clarify whether it refers to attacks targeting specific sectors (e.g., finance, healthcare) or the broader global landscape. Both factors make the question underspecified."
309,527,Get the current NBA standings.,fully specified,IN3,fully specified,"This question is fully specified because it asks for a factual, current piece of sports data — the standings of the National Basketball Association (NBA) — which is a well-defined, publicly available dataset. While the exact standings may vary slightly depending on the source or update time, the request is clear, unambiguous, and does not require subjective interpretation or missing components."
310,1011,Find the current price of Bitcoin in USD.,fully specified,IN3,fully specified,"This question is fully specified because it clearly asks for the current market value of Bitcoin in U.S. dollars, a well-defined and measurable financial fact. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved. While the price fluctuates in real time, the request itself is factually grounded and does not require additional clarification."
311,1138,Provide a 5-day weather forecast for Miami.,fully specified,IN3,underspecified,"The request is underspecified because it does not clarify the specific date or time frame for the 5-day forecast. Weather forecasts require a starting date to generate accurate predictions, and the absence of this detail leaves the question incomplete."
312,1053,Find the current most viewed livestream on Twitch.,fully specified,IN3,underspecified,"The request is underspecified because the term “most viewed” can be interpreted from multiple perspectives, such as the most viewed stream in a specific time frame, the most viewed stream overall, or the most viewed stream in a particular category. Additionally, the phrase “current” is vague in terms of time frame, making the question underspecified."
313,1231,I'm trying to understand more about intermittent fasting. Can you explain how it works and what the potential benefits and risks are?,fully specified,IN3,fully specified,"This question is fully specified because it requests a factual, general explanation of intermittent fasting, including its mechanism, benefits, and risks. The scope is clear, and while the answer may vary slightly based on scientific consensus or individual interpretations, the core request is unambiguous and does not require subjective preferences or missing contextual details."
314,369,List the current top 5 tech companies based on their stock market value.,fully specified,IN3,fully specified,"This question is fully specified because it asks for a factual, ranked list of the top five technology companies by stock market value (market capitalization), which is a well-documented and widely recognized metric. While the exact ranking may vary slightly depending on the source or time frame, the request is clear, unambiguous, and does not require subjective interpretation or missing components."
315,1164,"What is the current weather forecast for Paris, France?",fully specified,IN3,fully specified,"This question is fully specified because it clearly refers to a specific geographic location (Paris, France) and asks for the current weather forecast, which is a well-defined, factual request. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved."
316,983,Explain the concept of neural networks and its role in machine learning.,fully specified,IN3,fully specified,"This question is fully specified because it requests a factual, technical explanation of a well-defined concept (neural networks) and its established role in the field of machine learning. The scope is clear, the referents are unambiguous, and no subjective preferences or multiple perspectives are involved. The question does not require additional contextual information or interpretive flexibility."
317,80,Find the most impactful education theorists of the 20th century and summarize their key contributions.,fully specified,IN3,underspecified,"The request is underspecified because the term “most impactful” is subjective and depends on the user’s standard or preference — for example, whether they prioritize theoretical contributions, practical applications, or influence on educational policy. Additionally, the query lacks clarity on which specific educational theorists are intended, as multiple candidates could be considered impactful depending on context or criteria. Both factors make the question underspecified."
318,855,Outline the best practices for password security.,fully specified,IN3,fully specified,"This question is fully specified because it asks for a factual, standardized set of guidelines (best practices) for securing passwords, which is a well-established topic in cybersecurity. The scope is clear, the referent is unambiguous, and no missing components or subjective preferences are involved."
319,157,Find the latest data on US GDP growth.,fully specified,IN3,underspecified,"The request is underspecified because it does not clarify the time frame for the data (e.g., quarterly, annual), the source of the data (e.g., Bureau of Economic Analysis, Federal Reserve), or the specific metric (e.g., real GDP, nominal GDP). Without these details, the question lacks necessary components to provide an accurate answer."
320,1251,Who was the president of the United States in 2000?,fully specified,IN3,fully specified,"This question is fully specified because it clearly refers to a specific historical event — the presidency of the United States in the year 2000. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved. The answer is a well-documented historical fact."
321,124,Get the annual revenue of Microsoft for the past three years.,fully specified,IN3,fully specified,"This question is fully specified because it clearly refers to a specific company (Microsoft) and asks for a factual, time-bound financial metric (annual revenue) over a defined period (past three years). While the exact years may depend on the current date, the request is grounded in a well-defined, publicly available dataset. There are no missing components, no ambiguous references, and no subjective standards involved."
322,571,"Give me instructions on how to create a simple 'Hello, World!' program in Python.",fully specified,IN3,fully specified,"This question is fully specified because it requests a standard, factual programming task — writing a simple ""Hello, World!"" program in Python — which is a well-defined, universally recognized example. There are no missing components, no ambiguous references, no competing perspectives, and no subjective standards involved."
323,372,Write a python function that can calculate the Fibonacci series up to the 20th term.,fully specified,IN3,fully specified,"This question is fully specified because it requests a clear, well-defined computational task: generating the Fibonacci sequence up to the 20th term using a Python function. The scope is precise, the mathematical concept is unambiguous, and no subjective preferences or missing components are involved."
324,918,Identify the top three countries with the highest deforestation rates in the past five years.,fully specified,IN3,fully specified,"This question is fully specified because it asks for a factual, well-documented ranking of countries based on deforestation rates over a defined period (past five years). The referents (countries) are clear, the metric (deforestation rates) is standard in environmental reporting, and the scope (top three) is unambiguous. While data sources may vary slightly, the request is grounded in a widely recognized factual category without ambiguity or missing components."
325,266,Analyze the stock market performance of Apple Inc. for the last quarter.,fully specified,IN3,underspecified,"The request is underspecified because it does not clarify which stock market (e.g., NYSE, NASDAQ) or which specific quarter is being referred to. Additionally, the analysis could be based on different metrics such as price changes, volume, or market capitalization, which are not specified. Both factors make the question underspecified."
326,295,What is the estimated population of African elephants?,fully specified,IN3,fully specified,"This question is fully specified because it asks for a factual, measurable statistic — the estimated population of African elephants — which is a well-documented global conservation metric. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved. While estimates may vary slightly depending on the source, the request is grounded in a standardized, widely accepted factual query."
327,55,Check today's weather in New York City.,fully specified,IN3,fully specified,"This question is fully specified because it clearly refers to a specific geographic location (New York City) and asks for the current weather conditions, which is a well-defined, factual request. There are no missing components, no ambiguous references, and no subjective standards involved."
328,182,Explain how blockchain technology works and provide a simple example of its application in finance.,fully specified,IN3,fully specified,"This question is fully specified because it requests a factual, technical explanation of blockchain technology and a concrete example of its application in the financial sector. The scope is clear, the referents are well-defined (blockchain and finance), and no ambiguous or missing components are present. The request does not require subjective interpretation or multiple perspectives."
