,question,id,normalized_aliases,category,judgment,reasoning,model_short_answer,em,f1
142,What was the name of the family in the 1960s TV series `Upstairs Downstairs'?,sfq_7430,"['bellamy', 'bellamy disambiguation']",fully specified,fully specified,"This question is fully specified because it refers to a well-known 1970s British television series, ""Upstairs, Downstairs,"" and asks for the name of the main family, which is the Beresford family. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved.",['The Bellamy family'],0,0.6666666667000001
143,Franco Alfano completed which Puccini opera after the composers death in 1924?,odql_6097,"['turandot', 'turnadot', 'turandot puccini']",fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical fact: Franco Alfano, an Italian composer, completed the opera ""Turandot"" after Giacomo Puccini's death in 1924. The referent is unambiguous, the scope is precise, and no missing components or subjective interpretations are involved.",['Turandot'],1,1.0
144,"Nostradamus “Bull” Shannon, who also wrote a children’s book entitled Puff the Flesh Eating Dragon, was a bailiff on what long running NBC comedy?",qg_2050,"['night court tv series', 'bull shannon', 'harry stone', 'judge harry t stone', 'nightcourt', 'harold t stone', 'harry t stone', 'selma hacker', 'night court', 'dan fielding']",fully specified,fully specified,"This question is fully specified because it provides a clear, specific referent (Nostradamus ""Bull"" Shannon) and asks for a factual association with a long-running NBC comedy. While the term “bailiff” might be contextually ambiguous, the referent is unambiguous, and the answer is well-documented in cultural or historical context. The question does not require subjective interpretation or missing components.",['Night Court'],1,1.0
145,Over how many complete furlongs is the Chester Cup now run?,wh_122,"['eighteen', '18']",fully specified,fully specified,"This question is fully specified because it asks for a factual, standardized piece of information about the Chester Cup, a well-known horse race. The referent is unambiguous, and the request is straightforward, requiring no subjective interpretation or missing components. The distance of the race is a fixed, documented fact, making the question fully specified.",['18 furlongs'],0,0.6666666667000001
146,"Quantrill's Raiders, a loosely organised force of Partisan rangers under the leadership of William Clarke Quantril, fought in which war?",qw_5351,"['secession winter', 'civil war in united states', 'civil war states', 'conservative rebellion', 'american civil war', 'civil war usa', 'u s civil war', 'civil war united states', 'military history of confederate states', 'war of rebellion', 'civil war us', 'war of northern agression', 'late unpleasantness', 'upcountry unionist', 'civil war american', 'american sivil war', 'civil war of us', 'usa civil war', 'civil war u s', 'united states civil war', 'war between states', 'secession war', 'recent unpleasantness', 'war of states', 'secession war of', 'us civil war', 'american states secession war', 'civil war era', 'buchanan s war', 'civil war u s history', 'american secession war', 'civil war of united states']",fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical group (Quantrill's Raiders) and asks for the specific war in which they fought. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved. The historical context is clear, and the answer is based on established historical records.",['American Civil War'],1,1.0
147,Which 1962 ecological classic was written by Rachel Carson?,dpql_4234,"['silent spring', 'slient spring']",fully specified,fully specified,"This question is fully specified because it refers to a well-known, historically significant work by Rachel Carson, which is ""Silent Spring,"" published in 1962. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['Silent Spring'],1,1.0
148,In which year did St George die?,qz_1291,"['303', 'three hundred and three']",fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical figure (St. George) and asks for a factual, specific year of death. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved.",['St. George is believed to have died around 303 AD.'],0,0.1818181818
149,"Edward Stanley served three terms as Prime Minister in the 19th century, he was known by what title?",sfq_7904,"['baron stanley of preston', 'baron stanley of bickerstaffe', 'earls of derby', 'lord stanley', 'lord stanley earl of derby', 'lord derby', 'earl of derby']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical figure (Edward Stanley, 12th Earl of Derby) and asks for the title associated with his role as Prime Minister in the 19th century. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved. The title ""Prime Minister of the United Kingdom"" is the standard and accepted designation for this role during that period.",['The 14th Earl of Derby'],0,0.8571428571
150,"Who has been President of France twice, but never been elected to the position?",qw_3664,['alain poher'],fully specified,fully specified,"This question is fully specified because it asks for a specific historical fact: the name of a French president who served two non-elective terms. The referent is unambiguous, and the question is factually grounded in the political history of France, where certain presidents were appointed or reappointed without being directly elected in specific instances. There are no missing components, no ambiguous references, and no subjective criteria involved.",['Alain Poher'],1,1.0
151,The Estoril Grand Prix circuit is in which European country?,bb_8828,"['portugul', 'portugallu', 'portugalska', 'pòtigal', 'portugaul', 'portugalujo', 'portuguese republic', 'iso 3166 1 pt', 'republic of portugal', 'portugalsko', 'portugual', 'bồ đào nha', 'portugall', 'portûnga', 'bo dao nha', 'phortaingeil', 'portugale', 'portugal', 'portugál', 'portugalėjė', 'portiwgal', 'phu to ga', 'portugalija', 'portugalio', 'portogallo', 'phû tô gâ', 'portegal', 'república portuguesa', 'portugāle', 'phortaingéil', 'yn phortiugal', 'portogało', 'portuga', 'portugaleje', 'portekiz', 'o papagaio', 'portunga', 'potigal', 'portekîz', 'pertual', 'portogalo', 'portugali', 'portyngal', 'republica portuguesa', 'portingale', 'portúgal', 'portgual', 'potiti']",fully specified,fully specified,"This question is fully specified because it refers to a specific, well-known motorsport event (Estoril Grand Prix) and asks for the factual geographic location of its circuit, which is in Portugal. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['Portugal'],1,1.0
152,Blue Gum and Ironbark are species of which genus of Australian tree?,sfq_19282,"['ευκάλυπτος', 'gum tree', 'gum trees', 'eucalyptus tree', 'eucalyptus', 'eucalypti', 'eucalyptus spp']",fully specified,fully specified,"This question is fully specified because it refers to two well-defined Australian tree species (Blue Gum and Ironbark) and asks for their shared taxonomic genus. The referent is unambiguous, the scope is factual, and no subjective or interpretive ambiguity is involved. Both species are unequivocally classified under the genus *Eucalyptus*.",['Eucalyptus'],1,1.0
153,Rickets is caused by a lack of what essential element?,qg_581,"['calcium ion', 'calcium supplement', 'factor 4', 'calcium supplements', 'element 20', 'kalcium', 'ca 2', 'factor iv', 'calcium supplementation', 'h and k lines', 'calcium ions', 'calcium', 'calium', 'calcium compounds']",fully specified,fully specified,"This question is fully specified because it asks for a clear, factual biological cause of rickets — the essential nutrient (vitamin D) that is deficient. The referent is unambiguous, the scope is precise, and no subjective interpretation or missing components are involved.",['Vitamin D'],0,0.0
154,"Which Scotsman was given a ship by Americans to harass English shipping near Great Britain, and later became an admiral in the Russian Navy of Catherine The Great?",qw_879,"['john paul jones sailor', 'captain john paul jones', 'america s invasion of whitehaven', 'john paul jones', 'paul jones pirate', 'i have not yet begun to fight']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical figure (a Scotsman) with a clear sequence of events: receiving a ship from Americans during the American Revolution to harass English shipping, and later serving as an admiral in the Russian Navy under Catherine the Great. The referent is unambiguous, and the historical context is well-defined, requiring no additional clarification or subjective interpretation.",['John Paul Jones'],1,1.0
155,"London's city bike rental scheme, which launched in 2010, is based on the Bixi project which introduced bike rental to which city?",bb_362,"['montreal quebec', 'weather in montreal', 'montreol', 'montreal qb', 'montreal s', 'montréal', 'funtreal', 'un locode camtr', 'weather in montréal', 'montreal qc', 'montrealer', 'montra c al', 'montréal québec', 'montreal quebec canada', 'montréal s', 'montrela', 'montréal canada', 'montreal pq', 'montréal québec province', 'montréal quebec', 'team990', 'montreal skyline', 'montreal qc canada', 'montreal québec', 'montréal quebec province', 'ville de montréal', 'sister cities of montreal', 'montréal qc', 'montrealers', 'montreal que', 'tiohtiá ke', 'montréal qb', 'montreal canada', 'city of montreal', 'montréal québec canada', 'city of montréal', 'ville de montreal', 'montréal pq', 'motnreal', 'montrea', 'montreal']",fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical fact: the origin of the Bixi bike-sharing system. The referent (Bixi) is unambiguous, the context (London's bike rental scheme based on Bixi) is clear, and the question directly asks for the city where Bixi was first introduced. There are no missing components, no ambiguous references, and no subjective criteria involved.",['Montreal'],1,1.0
156,"As well as gold, silver and platinum, objects made of what other material have to be hallmarked by an Assay Office?",sfq_25100,['palladium'],fully specified,fully specified,"This question is fully specified because it asks for a factual, standardized list of materials (beyond gold, silver, and platinum) that are subject to hallmarking by Assay Offices, which is a well-defined regulatory process. The referent is clear, the scope is precise, and no subjective or ambiguous interpretations are involved.",['Palladium'],1,1.0
157,"The novels 'Dead Heat', 'Silks' and 'Even Money' were written by Dick Francis and his younger son. What is his son's first name?",odql_4941,"['félix', 'felix', 'felix disambiguation']",fully specified,fully specified,"This question is fully specified because it refers to a specific author (Dick Francis) and his known son, with clear referents and no missing components. The novels mentioned are explicitly co-authored by Dick Francis and his son, and the question directly asks for the son's first name, which is a factual and unambiguous detail.",['Felix'],1,1.0
158,Charles Rennie Mackintosh was a leading exponent of which art movement around the 1900's?,odql_4632,"['jugenstil', 'die jugend', 'art nouveau jewellery', 'jugend style', 'stile liberty', 'modern style', 'jugendstil', 'art nouveau', 'jungenstil', 'art noveau']",fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical figure (Charles Rennie Mackintosh) and asks for the specific art movement he was associated with during the early 20th century. The referent is unambiguous, the scope is factual, and no missing components or subjective interpretations are involved.",['Art Nouveau'],1,1.0
159,"On which island is the city of Knossos, once the capital of the ancient Minoan civilisation?",sfq_19,"['crete greece', 'krētē', 'kriti periphery', 'girit', 'krete', 'kreta', 'kretan', 'crete', 'crete periphery', 'cretan', 'geography of crete', 'cretans', 'krḗtē', 'island of crete greece', 'kríti', 'creta']",fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical site (Knossos) and asks for the specific island it is located on. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved.",['Crete'],1,1.0
160,Dame Judi Dench and which other actress played the Widdington sisters in the 2004 film Ladies in Lavender?,odql_12890,"['dame margaret natalie smith cross', 'maggy smith', 'margaret natalie smith cross', 'dame smith', 'dame maggy smith', 'dame m n smith', 'dame margaret natalie smith', 'margaret natalie smith cross dbe', 'dame maggie smith', 'dame margaret smith', 'maggie smith', 'dame margaret natalie smith cross dbe']",fully specified,fully specified,"This question is fully specified because it clearly refers to the 2004 film *Ladies in Lavender* and asks for the factual identity of the other actress who played the Widdington sisters alongside Dame Judi Dench. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['Maggie Smith'],1,1.0
161,Who wrote the novel Cider With Rosie?,qf_2590,['laurie lee'],fully specified,fully specified,"This question is fully specified because it refers to a well-known novel (""Cider with Rosie"") and asks for the factual identity of its author. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['Laurie Lee'],1,1.0
162,Russia's TU-144 plane was the broad equivalent of which western airliner?,wh_2456,"['concorde', 'concorde disambiguation']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical aircraft (Russia's TU-144) and asks for its direct Western counterpart, which is a well-documented comparison. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved.",['Concorde'],1,1.0
163,Who was the director of the CIA from 1976-81?,tc_245,"['georgebush', 'george bushe', 'goerge bush', 'bush george', 'geroge bush', 'george w bush disambiguation', 'g bush', 'george bush president', 'george bush', 'georg bush', 'george bush disambiguation']",fully specified,fully specified,"This question is fully specified because it clearly refers to a specific historical position (CIA director) and a defined time period (1976–1981). The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved. The answer is a factual, well-documented historical event.",['Stansfield Turner'],0,0.0
164,In which US state is the Green Mountains Range?,dpql_3790,"['transportation in vermont', 'vermontian', 'usa vermont', 'climate of vermont', 'vermont us', 'sports in vermont', 'vermont united states', 'fourteenth state', 'christianity in vermont', 'vermont usa', 'vermont state', 'geography of vermont', 'united states vermont', 'transport in vermont', 'us vt', 'vermont', 'green mountain state', 'state of vermont', 'vermont u s state', '14th state', 'vermonters', 'demographics of vermont', 'economy of vermont', 'religion in vermont']",fully specified,fully specified,"This question is fully specified because it refers to a well-defined geographical feature (the Green Mountains Range) and asks for the specific U.S. state where it is located. The referent is unambiguous, and the answer is widely recognized as Vermont. There are no missing components, no ambiguous references, and no subjective criteria involved.",['Vermont'],1,1.0
165,"Which mischievous fairy, also called Robin Goodfellow, appears in Shakespeare's 'A Midsummer Night's Dream'?",sfq_11522,"['puck disambiguation', 'puck']",fully specified,fully specified,"This question is fully specified because it refers to a well-known character from Shakespeare's ""A Midsummer Night's Dream"" (Puck) and asks for the name of the mischievous fairy also known as Robin Goodfellow. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved.",['Puck'],1,1.0
166,Who partnered Jo Durie when she won the Wimbledon mixed doubles title in 1987?,sfq_9525,"['jeremy bates', 'jeremy bates disambiguation']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical event — Jo Durie's 1987 Wimbledon mixed doubles victory — and asks for the factual identity of her partner. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['Jeremy Bates'],1,1.0
167,"Born 'Lucille LeSueur' , By what name is this actress better known?",qf_1348,"['lucille lesueur', 'joan crawford', 'crawford joan', 'lucille fay lesueur']",fully specified,fully specified,"This question is fully specified because it provides a clear, unambiguous birth name (""Lucille LeSueur"") and asks for the professional or stage name associated with the actress. The referent is uniquely identifiable, and the request is factually grounded without requiring subjective interpretation or additional context.",['Joan Crawford'],1,1.0
168,What was the first animated film to be nominated for an Oscar for best picture?,qf_1594,"['beauty beast 1991 film', 'beauty and beast video games', 'batb', 'beauty beast belle s quest', 'disney s beauty and beast belle s quest', 'bijo to yajuu', 'beauty and beast disney', 'mrs potts', 'gaston character', 'disney s beauty and beast video game', 'walt disney s beauty and beast', 'beauty and beast companion', 'lumière beauty and beast', 'disney s beauty and beast', 'beauty and beast 1991 film', 'beauty and beast disney film', 'beauty and beast video game', 'beauty and beast 3d', 'beauty and beast 1991 movie']",fully specified,fully specified,"This question is fully specified because it asks for a factual historical event — the first animated film to be nominated for the Academy Award for Best Picture. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved. The answer is well-documented in film history.",['Beauty and the Beast'],0,0.8571428571
169,The moons of which planet are named after Shakespearian characters?,bb_1551,"['uranus astronomy', 'sao 158687', 'sol vii', 'sol 7', 'discovery of uranus', 'uranus planet', '7th planet', 'magnetosphere of uranus', 'urano planet', 'hd 128598', 'georgium sidus', 'astronomy uranus', 'uranus', 'sol h', '⛢', 'sun h', 'planet uranus', 'george s star', 'seventh planet', '34 tauri', '♅', 'uranos planet', 'georgian planet']",fully specified,fully specified,"This question is fully specified because it refers to a well-known astronomical fact: the moons of Uranus are named after characters from William Shakespeare's plays and poetry. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved.",['Uranus'],1,1.0
170,Who was the only boxer to win more heavyweight title fights than Mohammed Ali?,qf_1463,"['brown bomber', 'joseph louis barrow', 'he can run but he can t hide', 'joe louis vs billy conn', 'joe louis']",fully specified,fully specified,"This question is fully specified because it asks for a factual, historical comparison in boxing: the boxer with the most heavyweight title wins, excluding Muhammad Ali. The referent is unambiguous, the scope is clear, and the request does not rely on subjective standards or missing components. The answer is based on established boxing records.",['Joe Louis'],1,1.0
171,Estelle Parsons won a best supporting actress Oscar for her role in which 1967 film?,sfq_25458,"['bonny clyde', 'roy thornton', 'clyde chestnut barrow', 'bonny and clyde', 'clyde barrow', 'bonnie parker and clyde barrow', 'bonnie clide', 'prentiss oakley', 'bonnie parker', 'story of bonnie and clyde', 'prentis oakley', 'bonnie elizabeth parker', 'bonnie and clyde', 'bonnie clyde', 'bonney parker', 'barrow gang', 'clyde champion barrow']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical event — Estelle Parsons winning the Academy Award for Best Supporting Actress in 1967 — and asks for the exact film title. While the actual award was for ""The Candidate"" in 1968, the question is structured to ask for the 1967 film, which is a factual, unambiguous query. The referent is clear, the scope is precise, and no missing components or subjective criteria are involved.",['Bonnie and Clyde'],1,1.0
172,According to Latin grammatical rules what is the singular of candelabra?,bb_3108,"['candelabra', 'candleabra', 'candelabrum', 'candleabrum', 'candelabra tower']",fully specified,fully specified,"This question is fully specified because it clearly refers to a Latin grammatical rule and asks for the singular form of the Latin word ""candelabra."" The referent is unambiguous, and the grammatical context is precise. The answer is a well-defined linguistic fact, requiring no subjective interpretation or missing components.",['Candelabrum'],1,1.0
173,Art Garfunkel trained for which profession although he didn't qualify?,tc_515,"['master builder occupation', 'graziani corazza', 'architecht', 'clifford lawrie', 'architechts', 'architects', 'registered architect', 'hok canada inc', 'architect', 'stanford downey architects inc']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical fact about Art Garfunkel's military training during the Vietnam War. The referent is unambiguous, the scope is factual, and the question does not require subjective interpretation or multiple perspectives. The answer is well-documented and does not depend on missing components or ambiguous references.",['Mathematics teacher'],0,0.0
174,In which city was John Lennon murdered?,tc_2295,"['us ny', 'n y', 'neo york', '11th state', 'new york state s', 'nýja jórvík', 'new yourk', 'new york us', 'new york', 'estado nueva york', 'nova york', 'ny state', 'state new york', 'new yourk state', 'u s state of new york', 'eleventh state', 'state of n y', 'new york u s', 'new york s', 'n y u s state', 'newyork', 'new york usa state', 'new yrok', 'state of new yourk', 'state of new york', 'nyja jorvik', 'ny', 'estado de nueva york', 'religion in new york', 'nueva york estado', 'new york u s state', 'new york state', 'state of ny', 'n y state', 'us state of new york', 'nys', 'new york population', 'ny u s state']",fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical event — the murder of John Lennon — and asks for the factual location of the incident. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['New York City'],0,0.8
175,"On 30 September 1399, Henry Bolingbroke, Duke of Lancaster, became better known as whom?",qw_15968,"['henry bollinbroke', 'henry iv of england', 'henry bolingbroke', 'henry iv england', 'henry of bolingbroke', 'henry bolinbroke', 'king henry iv of england', 'henry iv king of england', 'henry iiii of england']",fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical event — the ascension of Henry Bolingbroke to the English throne on 30 September 1399. The referent is unambiguous, the scope is factual, and the answer is a historically recognized title change (King Henry IV). There are no missing components, no ambiguous references, and no subjective standards involved.",['- King Henry IV'],0,0.75
176,Which US President died in office in July 1850 to be succeeded by his Vice President Millard Fillmore?,sfq_24460,"['zachary talor', 'zachary taylor judicial appointments', 'list of federal judges appointed by zachary taylor', 'taylor administration', '12th president of united states', 'zachery taylor', 'zachary tyler', 'general taylor', 'general zachary taylor', 'presidency of zachary taylor', 'old rough and ready', 'zachary taylor', 'president taylor', 'zach taylor', 'list of judicial appointments made by zachary taylor']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical event — the death of U.S. President Zachary Taylor in July 1850, which was followed by the succession of Millard Fillmore as President. The referent is unambiguous, the timeline is precise, and the historical record is well-documented without ambiguity or missing components.",['Zachary Taylor'],1,1.0
177,"Which US author wrote ‘The Naked and the Dead’, based on his military service in World War II?",qb_2640,"['maileresque', 'norman mailer', 'mailer norman', 'mailerian', 'prisoner of sex', 'norman kingsley mailer', 'norman kingsley']",fully specified,fully specified,"This question is fully specified because it refers to a well-known literary work (""The Naked and the Dead"") and asks for the author who wrote it, with the additional context of their military service. The referent is unambiguous, and while the historical detail about military service may involve a minor clarification (Hemingway served in the Spanish Civil War, not World War II), the question is factually grounded and does not require subjective interpretation or missing components.",['Norman Mailer'],1,1.0
178,In which English city is the Anglican cathedral dedicated to St. Philip and the Catholic one to St. Chad?,sfq_18671,"['birmingham england', 'birminghamian', 'birmingham artistic figures', 'birmingham', 'birmingham uk', 'weather in birmingham', 'birmingham united kingdom', 'county borough of birmingham', 'birmingham overspill', 'great barr primary school', 'city of thousand trades', 'metropolitan borough of birmingham', 'bournville junior school', 'beormingham', 'city of thousand and one trades', 'birmingham heritage festival', 'birmingham west midlands', 'bimringham', 'england birmingham', 'b ham', 'birmingham corporation', 'nelson mandela primary school', 'city of birmingham', 'birmingham borough', 'crime and policing in birmingham', 'un locode gbbhm']",fully specified,fully specified,"This question is fully specified because it refers to two specific cathedrals in a single English city, with clear denominational and saintly designations. The referents are unambiguous, and the answer is a well-documented historical fact. There are no missing components, no ambiguous references, and no subjective criteria involved.",['Birmingham'],1,1.0
179,"Terry Molloy, David Gooderson and Julian Bleach have all portrayed which villain in the UK television series Dr Who?",qb_8261,"['davros', 'creator of daleks']",fully specified,fully specified,"This question is fully specified because it refers to specific actors (Terry Molloy, David Gooderson, Julian Bleach) and the UK TV series *Doctor Who*, asking for the common villain they have all portrayed. The referent (the Master) is unambiguously tied to the series and the actors' known roles, with no missing components or subjective interpretations.",['Davros'],1,1.0
180,Which infamous character became Pope Alexander VI?,dpql_1380,"['rodrigo de lanzol borgia', 'cardinal de borgia', 'roderic llançol', 'rodrigo lanzol borja y borja', '214th pope', 'rodrigo lanzol y de borja', 'alexander vi borgia', 'alexander sextus', 'rodrigo lanzol y borgia', 'roderic llançol i de borja', 'pope alexander vi', 'rodrigo borgia', 'roderic de borja', 'alejandro vi catalan', 'rodrigo lanzol y gorja', 'pope alex vi', 'roderic de borja i borja', 'rodrigo de lanzòl borgia', 'rodrigo de borja', 'alexander vi', 'alexander sixth', 'rodrigo de borja y doms', 'rodrigo de borja y borja', 'rodrigo de borja y dams', 'roderick borgia']",fully specified,fully specified,"This question is fully specified because it refers to a well-documented historical figure — Pope Alexander VI — and asks for the identity of the infamous character associated with that title. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved. While ""infamous"" is a subjective descriptor, the question is grounded in historical fact, making it fully specified.",['Rodrigo Borgia'],1,1.0
181,Erotology is the study of what?,qb_3145,"['aphrodisiasm', 'sexs', 'sex in plants', 'seks', 'sexes', 'sex terms', 'anatomical sex', 'biological sex', 'sex biological division', 'sex', 'pseques', 'genetic sex', 'word sex', 'biological sexes', 'sexuality biology']",fully specified,fully specified,"This question is fully specified because it asks for the factual definition of the academic discipline ""Erotology,"" which is a well-defined field of study. The referent is unambiguous, the scope is clear, and no missing components or subjective criteria are involved.",['Sexual love and desire'],0,0.0
182,What homonymic word refers both to a pit and a hunted animal?,bb_3899,"['rock quarries', 'quarry and quarrying', 'rock quarry', 'quary', 'quarry process', 'quarries', 'quarry', 'quarryman', 'quarried', 'quarrys', 'stone pit', 'marble quarry', 'superquarry', 'super quarry', 'quarrying', 'stone quarry']",fully specified,fully specified,"This question is fully specified because it asks for a specific linguistic term that has two distinct meanings: one referring to a pit and the other to a hunted animal. The referent is clear, the scope is precise, and the question does not require missing components or subjective interpretation.",['Quarry'],1,1.0
183,The 1965 film ‘The Heroes of Telemark’ is set in which European country?,qb_3168,"['norwegen', 'kongeriket norge', 'norway', 'republic of norway', 'noorwegen', 'norvege', 'mainland norway', 'kingdom of norway', 'sport in norway', 'noreg', 'noruega', 'norwegia', 'noregur', 'royal kingdom of norway', 'name of norway', 'kongeriket noreg', 'norwegian kingdom', 'etymology of norway', 'norvège', 'iso 3166 1 no', 'norwegian state']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical film (1965's *The Heroes of Telemark*) and asks for the factual geographic setting, which is well-documented as Norway. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['Norway'],1,1.0
184,"What separates Wales from Devon, England?",qw_8487,"['bristol channel', 'aber henfelen', 'môr hafren', 'welsh channel', 'mor hafren']",fully specified,fully specified,"This question is fully specified because it clearly refers to two distinct geographical entities — Wales (a country) and Devon (a county in England) — and asks for the boundary or feature that separates them. The referents are unambiguous, and the scope is factual, requiring no subjective interpretation or missing components.",['The Bristol Channel'],1,1.0
185,"Which 1989 music video of Madonna attracted criticism for showing images like her making love to Saint Martin de Porres, use of Catholic iconography including a scene where she develops stigmata as well as cross burning?",tb_1852,"['like prayer', 'like prayer disambiguation']",fully specified,fully specified,"This question is fully specified because it refers to a specific 1989 music video by Madonna (""Like a Prayer"") and explicitly describes the controversial imagery (e.g., religious symbolism, stigmata, cross burning) that attracted criticism. The referent is unambiguous, the scope is clear, and no missing components or subjective interpretations are involved.",['Like a Prayer'],1,1.0
186,"What name is given to the curve seen at the surface of a liquid, particularly in a narrow tube?",sfq_19304,"['menisci', 'miniscus', 'meniscus', 'meniscal']",fully specified,fully specified,"This question is fully specified because it asks for a well-defined scientific term describing a specific physical phenomenon (the curved surface of a liquid in a narrow tube). The referent is unambiguous, and the term ""meniscus"" is the standard, accepted name for this curve in contexts like capillary action or surface tension. There are no missing components, no ambiguous references, and no subjective criteria involved.",['Meniscus'],1,1.0
187,"In the culinary world, what word is used for the edible offal of a fowl, typically including the heart, gizzard and liver?",qw_14861,"['giblet', 'giblets']",fully specified,fully specified,"This question is fully specified because it asks for a precise culinary term that refers to the specific edible internal organs (heart, gizzard, and liver) of a fowl. The term ""offal"" is the standard, widely recognized term in culinary contexts for such a combination of organs, and the question does not require subjective interpretation or missing components.",['Giblets'],1,1.0
188,What Caribbean nation is considered the first black-led republic in the world?,bb_3228,"['arrondissements and communes of haiti', 'iso 3166 1 ht', 'history of haitian nationality', 'république d haïti', 'hayti', 'name of haiti', 'ayiti', 'haitian ancestry', 'repiblik ayiti', 'republic of haiti', 'haïti', 'haiti', 'administrative divisions of haiti', 'subdivisions of haiti', 'haití', 'people of haiti', 'haidi', 'departements of haiti', 'haitian declaration of independence']",fully specified,fully specified,"This question is fully specified because it asks for a factual historical fact: the Caribbean nation recognized as the first black-led republic in the world. The referent is unambiguous (Haiti), and the scope is clear, requiring no subjective interpretation or missing components. The answer is well-documented in historical records.",['Haiti'],1,1.0
189,The Hindi/Sanskrit 'kotwal' refers to what profession in India?,bb_5926,"['police women', 'bobby police', 'police agents', 'officer of law', 'motorcycle cop', 'sbirro', 'policemen', 'police woman', 'policeofficers', 'zaptiah', 'police man', 'police officers', 'motor officer', 'police men', 'policeman', 'policewomen', 'police agent', 'policewoman', '👮', 'law enforcement personnel', 'special officer', 'becoming police officer', 'police officer', 'freezer duty', 'policeofficer']",fully specified,fully specified,"This question is fully specified because it asks for the clear, established meaning of the Hindi/Sanskrit term ""kotwal"" within the context of Indian professions. The term refers unambiguously to the head of the local police force in a city or town, a well-documented role in Indian administrative and legal systems. There are no missing components, no ambiguous references, and no subjective criteria involved.",['Police officer'],1,1.0
190,Who won baseball's first World Series of the 80s?,tc_1456,"['phillies', 'philadelphia phyllis', 'phillies roster', 'philadelphia phillies sports', 'phightin phils', 'philadelphia phillie', 'philadelphia phil', 'philadelphia phillis', 'phillies nation', 'philadelphia phillies quakers', 'phills', 'list of philadelphia phillies captains', 'filies', 'philadelphia blue jays', 'philadelphia phillies roster', 'pillies', 'philadelphia phillies', 'phils']",fully specified,fully specified,"This question is fully specified because it refers to a specific historical event — the first World Series of the 1980s (1980) — and asks for the factual winner of that series. The referent is unambiguous, the scope is precise, and no missing components or subjective criteria are involved.",['Philadelphia Phillies'],1,1.0
191,"Who is the vice President of the,USA?",sfq_13490,"['joe biden', 'joe biden jr', 'joseph robinette biden jr', 'senator obiden', 'joel biden', 'joe r biden', 'joe bidden', 'biden joseph r jr', 'biden', 'joseph robinette 22joe 22 biden jr', 'joseph robinette biden', 'bdien', 'biden joe', 'joe r biden jr', 'joseph r biden', 'joseph robinette jr biden', 'joebiden', 'vice president biden', 'joseph biden jr', 'joesph biden', 'ashley biden', 'vice president joe biden', 'jo biden', 'amtrak joe', 'jean biden', 'joseph r biden jr', 'o biden', 'catherine eugenia finnegan', 'senator o biden', 'jean finnegan biden', 'joseph biden', 'senator joe biden']",fully specified,fully specified,"This question is fully specified because it clearly refers to the current Vice President of the United States (USA), a well-defined political role. The referent is unambiguous, the scope is factual, and no missing components or subjective criteria are involved. The phrase ""the USA"" is correctly spelled, and the question does not require interpretation of multiple perspectives or granularities.",['Kamala Harris'],0,0.0
